name,test_loss (~),test_loss,test_perplexity,lm-eval-avg-acc,lm-eval-avg-acc-std,-,-,-,-,-,I.isotropy,I.max norm,I.avg norm,I.min norm,I.mu norm,I.ratio norm,I.fhs_cos_sim,I.fhs_dot_prod,I.eb_cos_sim,-,O.isotropy,O.max norm,O.avg norm,O.min norm,O.mu norm,O.ratio norm,O.fhs_cos_sim,O.fhs_dot_prod,O.eb_cos_sim,O.eb_dot_sim,"O.corr_p(norm, lbp)","O.corr_s(norm, lbp)","O.corr_p(Emu, lbp)","O.corr_s(Emu, lbp)",O.Smin,O.Smax,O.Smin/Smax,O.logits_mean_mean,O.logits_mean_std,O.logits_std_mean,O.logits_std_std,O.logits_mean_absmean,O.logits_mean_absmax,H.mean_logsqZ,time
wor40Z-16M-13p1B-100k-bs64-lr300-zloss-g1e+02-s1,4.942,4.942,140.113,,,-,-,-,-,-,0.000,106.210,32.656,0.891,9.559,0.293,-0.2906,-17.1998,33.2,-,0.000,103.910,38.385,8.008,17.655,0.460,-0.0428,-1.3725,30.9,24.7,0.044,-0.062,0.048,-0.260,48.15,4362.70,1.10%,-17.2500,4.0000,1.6953,0.5469,17.2500,48.2500,29.2,5187.0
wor40Z-16M-13p1B-100k-bs64-lr300-zloss-g1e-01-s1,3.849,3.849,46.937,,,-,-,-,-,-,0.000,106.158,64.407,0.891,8.519,0.132,-0.0468,-19.0382,38.5,-,0.000,145.260,95.217,44.327,91.647,0.963,-0.0562,-2.1218,9.5,-0.8,-0.492,-0.514,-0.441,-0.460,21.21,20821.51,0.10%,-19.1250,4.2500,3.6562,0.9922,19.1250,41.2500,30.8,5182.3
wor40Z-16M-13p1B-100k-bs64-lr300-zloss-g1e-07-s1,3.866,3.866,47.760,,,-,-,-,-,-,0.000,96.891,71.361,0.891,7.014,0.098,0.1991,105.7796,32.6,-,0.000,110.171,63.352,29.259,59.528,0.940,-0.0137,-0.8571,15.4,-2.0,-0.679,-0.675,-0.694,-0.663,21.46,13755.25,0.16%,105.5000,3.7969,42.7500,0.6172,107.0000,124.5000,36.7,5183.6
wor40Z-16M-13p1B-100k-bs64-lr3000-zloss-g1e+02-s1,7.652,7.652,2104.109,,,-,-,-,-,-,0.000,58.306,5.755,0.891,0.259,0.045,-0.0287,-13.0098,8.1,-,0.000,487.852,131.148,15.447,90.263,0.688,0.0040,0.0052,-5.5,-13.3,0.808,0.832,0.120,0.468,65.40,22012.68,0.30%,-13.0000,2.7812,0.0041,0.0002,13.0000,66.5000,30.7,5161.2
wor40Z-16M-13p1B-100k-bs64-lr3000-zloss-g1e-01-s1,3.871,3.871,47.967,,,-,-,-,-,-,0.000,1046.760,496.054,0.891,83.987,0.169,-0.0858,-18.0024,50.0,-,0.000,1216.473,862.476,370.054,831.115,0.964,0.0702,1.4896,24.9,4.3,-0.664,-0.670,-0.669,-0.675,173.73,188585.36,0.09%,-18.0000,3.3906,2.4531,0.5352,18.0000,35.5000,29.3,5179.3
wor40Z-16M-13p1B-100k-bs64-lr3000-zloss-g1e-07-s1,3.871,3.871,48.001,,,-,-,-,-,-,nan,2019.663,578.440,0.891,82.362,0.142,0.2068,113.3366,49.7,-,0.000,738.935,409.817,267.918,367.327,0.896,-0.0428,-5.2594,10.3,-4.2,-0.508,-0.528,-0.601,-0.561,109.39,85059.61,0.13%,113.5000,3.7656,80.0000,0.9297,114.0000,132.0000,29.5,5192.1
wor60E-29M-13p1B-100k-bs64-lr10-muloss-g1e+02-s1,3.613,3.613,37.093,,,-,-,-,-,-,0.941,3.776,3.284,0.885,0.088,0.027,-0.8301,-0.0320,1.2,-,0.838,6.456,1.073,0.455,0.001,0.001,-0.0292,-0.0736,28.8,26.2,-0.412,-0.081,-0.172,-0.045,1.93,189.79,1.02%,-0.0320,2.3125,0.0201,0.2344,1.7578,15.3750,1071.7,7726.5
wor60E-29M-13p1B-100k-bs64-lr10-muloss-g1e-04-s1,3.613,3.613,37.088,,,-,-,-,-,-,0.959,3.780,3.284,0.885,0.082,0.025,-0.0105,-0.4613,1.1,-,0.098,5.117,2.478,0.943,2.102,0.848,0.0087,0.0149,10.1,6.1,-0.638,-0.685,-0.668,-0.663,2.21,494.24,0.45%,-0.4629,2.7969,7.1875,0.2871,5.7500,19.8750,863.1,7750.4
wor60E-29M-13p1B-100k-bs64-lr10-muloss-g1e-07-s1,3.613,3.613,37.095,,,-,-,-,-,-,0.953,3.822,3.284,0.885,0.082,0.025,-0.0405,-1.7389,-2.2,-,0.093,5.325,2.519,0.972,2.105,0.836,0.0142,0.0238,10.8,6.6,-0.682,-0.693,-0.720,-0.657,2.00,499.04,0.40%,-1.7422,2.8281,6.7188,0.2949,5.5938,19.3750,941.9,7709.8
wor60E-29M-13p1B-100k-bs64-lr100-muloss-g1e+02-s1,3.578,3.578,35.807,,,-,-,-,-,-,0.006,41.222,30.579,0.885,2.820,0.092,-0.9203,-0.0046,27.4,-,0.001,20.581,9.787,4.256,0.001,0.000,0.0598,1.6185,10.3,5.3,-0.069,-0.070,-0.076,-0.010,6.05,977.77,0.62%,-0.0047,2.8906,0.0041,0.5273,2.2188,17.3750,75.4,8026.3
wor60E-29M-13p1B-100k-bs64-lr100-muloss-g1e-04-s1,3.590,3.590,36.219,,,-,-,-,-,-,0.004,40.454,30.645,0.885,2.827,0.092,0.0802,8.0505,23.0,-,0.000,96.983,18.030,8.702,12.016,0.666,-0.0342,-0.8077,21.5,9.3,-0.560,-0.501,0.181,-0.228,5.25,3369.50,0.16%,8.0625,3.3750,11.7500,0.6094,12.1250,28.3750,85.3,7753.6
wor60E-29M-13p1B-100k-bs64-lr100-muloss-g1e-07-s1,3.591,3.591,36.260,,,-,-,-,-,-,0.004,38.574,30.584,0.885,2.883,0.094,0.1261,31.1924,30.8,-,0.000,38.269,21.591,9.059,18.610,0.862,0.0296,1.1331,14.2,9.1,-0.704,-0.697,-0.757,-0.702,8.91,4356.80,0.20%,31.1250,3.5312,15.5625,0.5664,31.7500,49.0000,132.7,7708.9
wor60E-29M-13p1B-100k-bs64-lr1000-muloss-g1e+02-s1,3.561,3.561,35.192,,,-,-,-,-,-,0.000,640.848,259.797,0.885,30.892,0.119,-0.9767,-0.0001,50.4,-,0.000,62.310,25.234,6.134,0.000,0.000,0.0315,1.1795,55.9,53.4,0.585,0.521,-0.301,-0.207,65.96,906.18,7.28%,-0.0001,2.8438,0.0000,0.6562,2.1875,16.8750,33.2,7713.7
wor60E-29M-13p1B-100k-bs64-lr1000-muloss-g1e-04-s1,3.594,3.594,36.385,,,-,-,-,-,-,0.000,766.068,247.172,0.885,35.716,0.144,0.0989,3.7439,47.2,-,0.000,300.827,88.832,38.194,20.046,0.226,0.0831,5.6028,26.8,20.6,-0.490,-0.265,-0.575,-0.515,38.35,15332.13,0.25%,3.7344,2.9844,25.5000,0.7109,21.3750,37.5000,34.1,7740.9
wor60E-29M-13p1B-100k-bs64-lr1000-muloss-g1e-07-s1,3.646,3.646,38.335,,,-,-,-,-,-,0.000,794.969,258.842,0.885,39.525,0.153,0.2819,200.6689,48.7,-,0.000,319.752,166.299,89.787,139.509,0.839,-0.0529,-10.6664,16.0,-4.6,-0.374,-0.435,-0.466,-0.457,69.96,33298.57,0.21%,201.0000,3.9375,71.0000,1.0703,201.0000,219.0000,34.2,7713.7
wor60E-29M-13p1B-100k-bs64-lr3-muloss-g1e+02-s1,3.690,3.690,40.060,,,-,-,-,-,-,0.977,1.604,1.387,0.885,0.032,0.023,-0.8699,-0.0977,4.2,-,0.935,1.851,0.540,0.190,0.003,0.005,-0.0441,-0.0624,30.8,27.8,-0.236,0.044,-0.284,-0.098,1.62,70.26,2.30%,-0.0977,2.1875,0.0869,0.1738,1.6484,15.0000,2241.5,7704.0
wor60E-29M-13p1B-100k-bs64-lr3-muloss-g1e-04-s1,3.688,3.688,39.960,,,-,-,-,-,-,0.972,1.590,1.386,0.885,0.033,0.024,-0.1395,-4.3816,5.2,-,0.270,2.718,1.484,0.532,1.323,0.892,0.0624,0.0490,7.2,-2.1,-0.673,-0.689,-0.723,-0.684,1.51,311.77,0.49%,-4.3750,2.4844,6.0312,0.1895,6.5625,18.0000,1055.6,7772.5
wor60E-29M-13p1B-100k-bs64-lr3-muloss-g1e-07-s1,3.688,3.688,39.960,,,-,-,-,-,-,0.974,1.608,1.386,0.885,0.033,0.024,-0.1373,-4.3302,9.8,-,0.269,2.723,1.490,0.529,1.330,0.892,0.0669,0.0519,6.7,-3.0,-0.689,-0.691,-0.735,-0.686,1.51,313.79,0.48%,-4.3438,2.5000,6.0000,0.1914,6.5000,18.0000,1045.8,7732.2
wor60E-29M-13p1B-100k-bs64-lr30-muloss-g1e+02-s1,3.587,3.587,36.117,,,-,-,-,-,-,0.482,11.132,9.380,0.885,0.586,0.063,-0.7731,-0.0091,2.0,-,0.296,15.758,3.246,1.500,0.001,0.000,0.0417,0.3824,14.5,8.9,-0.496,-0.340,-0.112,-0.077,3.42,571.31,0.60%,-0.0084,2.6250,0.0057,0.4160,2.0000,16.2500,478.5,7734.4
wor60E-29M-13p1B-100k-bs64-lr30-muloss-g1e-04-s1,3.588,3.588,36.146,,,-,-,-,-,-,0.377,11.263,9.399,0.885,0.639,0.068,0.1211,8.8224,15.3,-,0.003,11.031,6.032,2.885,5.035,0.835,-0.1109,-1.0256,14.6,7.1,-0.568,-0.605,-0.542,-0.560,4.09,1169.56,0.35%,8.8125,3.0156,13.7500,0.4668,13.5625,29.5000,193.1,7753.0
wor60E-29M-13p1B-100k-bs64-lr30-muloss-g1e-07-s1,3.588,3.588,36.179,,,-,-,-,-,-,0.490,11.193,9.391,0.885,0.604,0.064,0.1012,14.3947,13.9,-,0.017,14.901,7.262,2.729,6.386,0.879,-0.1357,-1.8263,7.1,-1.3,-0.706,-0.728,-0.760,-0.728,3.23,1510.78,0.21%,14.3750,3.1719,13.0000,0.4004,16.7500,33.0000,357.2,7715.1
wor60E-29M-13p1B-100k-bs64-lr300-muloss-g1e+02-s1,3.564,3.564,35.309,,,-,-,-,-,-,0.000,125.511,87.283,0.885,10.535,0.121,-0.9030,-0.0002,45.2,-,0.001,41.462,17.662,7.186,0.000,0.000,0.0345,0.8218,44.7,38.9,0.488,0.460,-0.181,-0.051,31.94,713.27,4.48%,-0.0002,2.6562,0.0002,0.4805,2.0312,16.7500,33.4,7733.9
wor60E-29M-13p1B-100k-bs64-lr300-muloss-g1e-04-s1,3.586,3.586,36.099,,,-,-,-,-,-,0.000,154.827,87.454,0.885,10.682,0.122,0.3962,35.9124,44.7,-,0.000,879.799,75.852,19.700,15.140,0.200,0.0280,1.7897,0.8,1.9,-0.502,-0.114,-0.649,-0.570,26.41,30279.11,0.09%,36.0000,3.3750,38.5000,0.7344,46.7500,64.0000,35.4,7740.1
wor60E-29M-13p1B-100k-bs64-lr300-muloss-g1e-07-s1,3.595,3.595,36.422,,,-,-,-,-,-,0.000,127.593,83.918,0.885,9.416,0.112,0.1625,76.3076,45.9,-,0.000,134.076,72.591,35.174,65.656,0.904,-0.0296,-1.9929,10.4,3.2,-0.508,-0.532,-0.531,-0.518,29.42,15271.76,0.19%,76.5000,4.0000,33.5000,0.7266,77.5000,95.5000,49.5,7729.2
wor60E-29M-13p1B-100k-bs64-lr3000-muloss-g1e+02-s1,3.572,3.572,35.587,,,-,-,-,-,-,nan,3192.329,627.891,0.885,78.392,0.125,-0.8773,-0.0000,50.5,-,0.000,63.861,28.008,4.397,0.000,0.000,0.0389,1.1607,55.9,50.9,0.645,0.582,-0.422,-0.359,48.00,1170.44,4.10%,-0.0000,3.0000,0.0000,0.6758,2.3438,17.1250,33.2,7701.6
wor60E-29M-13p1B-100k-bs64-lr3000-muloss-g1e-04-s1,3.607,3.607,36.862,,,-,-,-,-,-,nan,2957.317,620.573,0.885,71.108,0.115,-0.1007,-0.2858,46.1,-,0.000,356.077,150.373,70.155,8.744,0.058,-0.0015,-0.0350,33.1,27.3,0.180,0.090,-0.079,-0.009,101.76,8615.17,1.18%,-0.2852,2.7656,5.4688,0.9570,4.8125,20.5000,33.3,7713.2
wor60E-29M-13p1B-100k-bs64-lr3000-muloss-g1e-07-s1,3.706,3.706,40.695,,,-,-,-,-,-,0.000,3000.761,626.776,0.885,71.610,0.114,0.3777,227.2355,49.7,-,0.000,702.164,427.826,269.633,365.858,0.855,-0.0096,-1.1259,22.0,1.7,-0.366,-0.332,-0.021,-0.133,154.40,84210.39,0.18%,227.0000,3.6719,50.0000,0.7461,227.0000,245.0000,33.3,7699.6
wor60Z-29M-13p1B-100k-bs64-lr10-zloss-g1e+02-s1,3.937,3.937,51.281,,,-,-,-,-,-,0.511,4.116,3.175,0.885,0.599,0.189,-0.3784,-18.1588,47.0,-,0.020,8.945,4.484,1.963,2.962,0.661,-0.0479,-0.4644,48.3,38.0,-0.472,-0.661,-0.419,-0.530,6.61,717.09,0.92%,-18.1250,3.9844,2.4375,0.8438,18.1250,36.7500,44.7,8025.9
wor60Z-29M-13p1B-100k-bs64-lr10-zloss-g1e-01-s1,3.600,3.600,36.615,,,-,-,-,-,-,0.709,3.955,3.318,0.885,0.277,0.084,-0.2411,-17.9185,1.5,-,0.014,7.429,4.403,2.000,4.100,0.931,0.0313,0.1576,23.1,3.3,-0.684,-0.644,-0.681,-0.599,2.55,928.90,0.27%,-17.8750,3.4219,2.1094,0.4297,17.8750,35.7500,652.4,8022.0
wor60Z-29M-13p1B-100k-bs64-lr10-zloss-g1e-07-s1,3.613,3.613,37.090,,,-,-,-,-,-,0.956,3.806,3.284,0.885,0.084,0.025,-0.0430,-1.8068,-2.6,-,0.084,5.552,2.558,0.961,2.152,0.841,0.0651,0.1064,9.1,7.8,-0.672,-0.688,-0.718,-0.660,2.08,511.52,0.41%,-1.8047,2.8750,5.9062,0.3516,5.1875,19.1250,834.3,8011.4
wor60Z-29M-13p1B-100k-bs64-lr100-zloss-g1e+02-s1,4.142,4.142,62.949,,,-,-,-,-,-,0.001,43.754,20.742,0.885,4.168,0.201,-0.1431,-18.0764,37.7,-,0.000,52.330,32.947,4.678,15.558,0.472,0.0387,1.3110,44.3,42.9,-0.131,-0.332,-0.110,-0.302,4.53,4103.83,0.11%,-18.1250,4.5625,1.9609,0.6484,18.1250,57.0000,42.6,8010.3
wor60Z-29M-13p1B-100k-bs64-lr100-zloss-g1e-01-s1,3.574,3.574,35.652,,,-,-,-,-,-,0.013,39.758,30.576,0.885,2.698,0.088,-0.0837,-18.7543,20.3,-,0.000,52.856,33.019,15.891,30.662,0.929,0.0197,0.3881,16.5,5.3,-0.701,-0.708,-0.703,-0.677,9.25,6952.39,0.13%,-18.7500,3.9219,2.7188,0.7617,18.7500,42.0000,45.3,8030.1
wor60Z-29M-13p1B-100k-bs64-lr100-zloss-g1e-07-s1,3.590,3.590,36.227,,,-,-,-,-,-,0.004,38.722,30.588,0.885,2.887,0.094,0.1215,30.9490,31.1,-,0.000,40.793,22.047,9.056,19.036,0.863,-0.0191,-0.7375,9.5,-2.6,-0.719,-0.701,-0.769,-0.711,7.42,4431.54,0.17%,31.0000,3.4062,13.4375,0.5039,31.2500,48.2500,140.4,8018.0
wor60Z-29M-13p1B-100k-bs64-lr1000-zloss-g1e+02-s1,6.539,6.539,691.417,,,-,-,-,-,-,0.000,341.317,55.456,0.885,3.831,0.069,-0.3545,-14.7971,-9.5,-,0.000,152.954,43.357,13.892,22.392,0.516,0.0357,0.2546,17.9,9.0,-0.172,-0.277,-0.120,-0.301,78.13,5919.09,1.32%,-14.8125,3.7031,0.9805,0.8672,14.8125,47.2500,33.3,7980.4
wor60Z-29M-13p1B-100k-bs64-lr1000-zloss-g1e-01-s1,3.591,3.591,36.281,,,-,-,-,-,-,0.000,712.291,260.977,0.885,41.552,0.159,-0.0150,-18.8386,52.2,-,0.000,583.011,414.361,167.170,404.080,0.975,0.1041,13.4084,23.8,-6.5,-0.575,-0.538,-0.572,-0.531,36.04,91503.70,0.04%,-18.8750,3.8906,2.5469,0.7383,18.8750,42.0000,33.8,8021.2
wor60Z-29M-13p1B-100k-bs64-lr1000-zloss-g1e-07-s1,3.663,3.663,38.966,,,-,-,-,-,-,0.000,788.344,252.526,0.885,39.208,0.155,0.1461,203.4541,42.7,-,0.000,345.691,200.233,119.970,178.631,0.892,-0.0274,-8.3890,16.6,-0.3,-0.485,-0.523,-0.564,-0.531,34.24,41340.93,0.08%,203.0000,4.0625,67.0000,0.9180,204.0000,222.0000,38.7,7981.1
wor60Z-29M-13p1B-100k-bs64-lr3-zloss-g1e+02-s1,4.022,4.022,55.802,,,-,-,-,-,-,0.735,2.257,1.477,0.885,0.263,0.178,-0.6792,-17.1333,42.6,-,0.100,4.013,2.715,1.362,2.252,0.830,-0.1232,-0.3631,43.2,28.1,-0.655,-0.722,-0.757,-0.788,6.85,510.15,1.34%,-17.1250,3.1250,1.8047,0.2871,17.1250,30.0000,41.5,7991.3
wor60Z-29M-13p1B-100k-bs64-lr3-zloss-g1e-01-s1,3.663,3.663,38.979,,,-,-,-,-,-,0.913,1.632,1.396,0.722,0.078,0.056,-0.2261,-17.3912,-7.1,-,0.055,4.277,2.991,1.292,2.917,0.975,-0.0789,-0.1630,27.9,-1.6,-0.757,-0.681,-0.766,-0.679,1.75,658.75,0.27%,-17.3750,3.0781,1.9219,0.2969,17.3750,32.2500,706.6,8054.3
wor60Z-29M-13p1B-100k-bs64-lr3-zloss-g1e-07-s1,3.688,3.688,39.965,,,-,-,-,-,-,0.975,1.592,1.386,0.885,0.033,0.024,-0.1404,-4.4382,-2.3,-,0.269,2.754,1.490,0.533,1.329,0.892,0.0533,0.0417,6.7,-3.2,-0.688,-0.689,-0.735,-0.684,1.51,313.76,0.48%,-4.4375,2.5000,5.9688,0.1914,6.5312,18.0000,1062.7,8029.6
wor60Z-29M-13p1B-100k-bs64-lr30-zloss-g1e+02-s1,4.041,4.041,56.906,,,-,-,-,-,-,0.086,11.499,8.371,0.885,1.686,0.201,-0.2043,-18.5003,41.9,-,0.082,18.813,11.431,2.314,4.853,0.425,0.0379,1.1910,49.3,48.3,-0.307,-0.516,-0.219,-0.327,7.32,1311.11,0.56%,-18.5000,4.5625,2.5781,1.1641,18.5000,55.0000,95.0,8024.8
wor60Z-29M-13p1B-100k-bs64-lr30-zloss-g1e-01-s1,3.575,3.575,35.710,,,-,-,-,-,-,0.403,11.533,9.473,0.885,0.804,0.085,-0.1195,-18.3881,14.5,-,0.000,20.618,11.035,5.254,10.418,0.944,0.0093,0.1102,26.3,5.1,-0.489,-0.508,-0.463,-0.469,3.92,2384.26,0.16%,-18.3750,3.7969,2.3125,0.5508,18.3750,40.0000,227.8,8001.2
wor60Z-29M-13p1B-100k-bs64-lr30-zloss-g1e-07-s1,3.588,3.588,36.176,,,-,-,-,-,-,0.468,11.399,9.402,0.885,0.648,0.069,0.0548,4.0592,7.2,-,0.021,12.690,6.477,2.869,5.541,0.855,-0.0299,-0.2592,10.3,2.0,-0.662,-0.662,-0.730,-0.671,3.66,1315.79,0.28%,4.0625,3.1094,16.3750,0.4355,13.2500,28.5000,217.4,8005.0
wor60Z-29M-13p1B-100k-bs64-lr300-zloss-g1e+02-s1,4.745,4.745,114.974,,,-,-,-,-,-,0.000,166.412,30.378,0.885,8.055,0.265,-0.1409,-17.5866,37.0,-,0.000,89.108,33.864,4.534,14.371,0.424,0.0300,2.0951,36.0,31.9,-0.012,-0.146,0.049,-0.325,35.03,3732.66,0.94%,-17.6250,4.4062,1.7266,0.5391,17.6250,60.0000,71.5,7990.6
wor60Z-29M-13p1B-100k-bs64-lr300-zloss-g1e-01-s1,3.581,3.581,35.907,,,-,-,-,-,-,0.000,122.212,83.586,0.885,9.462,0.113,-0.0620,-19.2402,46.8,-,0.000,189.068,127.567,54.232,123.322,0.967,0.0326,0.7753,20.8,0.1,-0.541,-0.512,-0.518,-0.488,31.95,27916.47,0.11%,-19.2500,4.5625,2.6250,0.8867,19.2500,48.7500,34.0,8022.1
wor60Z-29M-13p1B-100k-bs64-lr300-zloss-g1e-07-s1,3.587,3.587,36.126,,,-,-,-,-,-,0.000,118.133,81.855,0.885,8.873,0.108,0.0534,27.0092,40.4,-,0.000,130.974,71.338,28.877,66.913,0.938,0.1193,8.0028,20.3,-6.6,-0.645,-0.603,-0.671,-0.609,14.01,15470.94,0.09%,27.0000,3.6406,21.7500,0.7227,28.2500,45.7500,44.3,8026.7
wor60Z-29M-13p1B-100k-bs64-lr3000-zloss-g1e+02-s1,10.812,10.812,49637.410,,,-,-,-,-,-,0.000,52.487,5.324,0.885,0.645,0.121,0.0000,0.0000,8.9,-,0.000,727.947,147.051,19.847,127.316,0.866,0.0000,0.0000,-8.3,-17.6,0.775,0.850,0.488,0.764,229.47,32097.89,0.71%,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.3,7932.9
wor60Z-29M-13p1B-100k-bs64-lr3000-zloss-g1e-01-s1,3.690,3.690,40.039,,,-,-,-,-,-,0.000,1160.944,545.020,0.885,99.154,0.182,-0.0480,-18.3493,46.8,-,0.000,1244.161,923.187,364.548,871.983,0.945,0.0291,1.2646,24.2,8.7,-0.643,-0.630,-0.619,-0.613,142.30,198088.39,0.07%,-18.3750,3.4688,2.9531,0.6602,18.3750,35.7500,33.3,8003.9
wor60Z-29M-13p1B-100k-bs64-lr3000-zloss-g1e-07-s1,3.644,3.644,38.257,,,-,-,-,-,-,nan,2856.318,636.819,0.885,70.893,0.111,0.3399,166.9564,49.4,-,0.000,730.299,402.035,250.678,334.872,0.833,0.0367,3.8117,12.0,2.9,-0.492,-0.550,-0.610,-0.600,154.84,79042.16,0.20%,167.0000,3.6719,44.5000,0.8984,167.0000,185.0000,33.3,7980.9
wor80E-57M-13p1B-100k-bs64-lr10-muloss-g1e+02-s1,3.386,3.386,29.550,,,-,-,-,-,-,0.725,4.502,3.940,0.893,0.214,0.054,-0.7967,-0.0341,12.2,-,0.634,4.518,1.473,0.296,0.001,0.001,-0.0654,-0.4312,20.4,14.9,-0.347,-0.208,-0.238,-0.106,1.39,216.49,0.64%,-0.0342,2.3281,0.0291,0.2275,1.7578,15.7500,1874.9,12908.6
wor80E-57M-13p1B-100k-bs64-lr10-muloss-g1e-04-s1,3.387,3.387,29.583,,,-,-,-,-,-,0.804,4.508,3.938,0.893,0.211,0.054,-0.1109,-3.5404,20.8,-,0.122,4.726,2.469,1.201,1.909,0.773,0.0618,0.2182,15.1,3.0,-0.591,-0.661,-0.690,-0.672,2.16,450.02,0.48%,-3.5469,2.7500,9.5000,0.2988,8.5000,22.1250,695.5,12926.0
wor80E-57M-13p1B-100k-bs64-lr10-muloss-g1e-07-s1,3.387,3.387,29.573,,,-,-,-,-,-,0.806,4.487,3.938,0.893,0.208,0.053,-0.1081,-3.3612,16.5,-,0.126,4.627,2.451,1.234,1.881,0.768,0.0051,0.0176,13.8,0.3,-0.639,-0.668,-0.724,-0.671,2.09,444.10,0.47%,-3.3594,2.7031,9.5625,0.2773,8.4375,22.0000,757.0,12920.7
wor80E-57M-13p1B-100k-bs64-lr100-muloss-g1e+02-s1,3.362,3.362,28.856,,,-,-,-,-,-,0.000,51.153,36.713,0.893,4.032,0.110,-0.8056,-0.0013,40.5,-,0.000,27.838,13.211,7.568,0.000,0.000,-0.0324,-0.7472,36.2,33.8,-0.299,-0.045,0.263,0.262,6.81,1529.16,0.45%,-0.0013,2.8438,0.0020,0.5078,2.1719,17.5000,47.1,12939.7
wor80E-57M-13p1B-100k-bs64-lr100-muloss-g1e-04-s1,3.369,3.369,29.038,,,-,-,-,-,-,0.000,53.527,36.719,0.893,3.953,0.108,0.0537,6.9918,32.9,-,0.000,108.848,19.674,8.117,10.381,0.528,0.0112,0.5563,29.6,11.6,-0.554,-0.515,0.125,-0.273,7.68,3744.55,0.21%,7.0000,3.3281,11.8750,0.6289,10.8750,27.5000,119.1,12888.5
wor80E-57M-13p1B-100k-bs64-lr100-muloss-g1e-07-s1,3.371,3.371,29.096,,,-,-,-,-,-,0.008,52.044,36.738,0.893,3.981,0.108,0.0601,12.1846,37.0,-,0.000,47.442,23.845,10.432,19.113,0.802,-0.0673,-2.8431,22.6,6.9,-0.612,-0.638,-0.696,-0.652,7.32,4523.24,0.16%,12.1875,3.4844,19.3750,0.5273,17.0000,34.7500,58.7,12907.7
wor80E-57M-13p1B-100k-bs64-lr1000-muloss-g1e+02-s1,3.366,3.366,28.959,,,-,-,-,-,-,0.000,1384.202,289.346,0.893,35.762,0.124,-0.9545,-0.0001,45.6,-,0.000,58.984,26.352,5.906,0.000,0.000,0.0632,3.1731,55.8,52.4,0.647,0.598,-0.279,-0.193,47.08,927.14,5.08%,-0.0001,2.7344,0.0000,0.6445,2.0938,17.0000,38.2,12848.0
wor80E-57M-13p1B-100k-bs64-lr1000-muloss-g1e-04-s1,3.393,3.393,29.742,,,-,-,-,-,-,0.000,1393.554,286.964,0.893,32.984,0.115,-0.1623,-1.7548,44.6,-,0.000,201.899,90.549,43.994,10.411,0.115,-0.0756,-2.5885,39.2,34.6,0.088,0.033,-0.233,-0.152,35.40,5631.86,0.63%,-1.7578,2.7656,11.6250,0.7656,9.5625,25.2500,39.0,12880.5
wor80E-57M-13p1B-100k-bs64-lr1000-muloss-g1e-07-s1,3.394,3.394,29.775,,,-,-,-,-,-,0.000,1414.713,285.321,0.893,30.238,0.106,0.0527,23.6336,45.3,-,0.000,361.341,188.089,75.797,153.417,0.816,-0.0288,-2.5464,24.2,-4.9,-0.410,-0.445,-0.475,-0.465,52.07,36498.32,0.14%,23.6250,3.7500,36.7500,1.1484,27.1250,44.7500,38.6,13452.8
wor80E-57M-13p1B-100k-bs64-lr3-muloss-g1e+02-s1,3.440,3.440,31.194,,,-,-,-,-,-,0.980,1.719,1.536,0.893,0.033,0.022,-0.7990,-0.0611,-0.1,-,0.990,1.285,0.528,0.163,0.002,0.004,-0.0010,-0.0013,34.3,31.5,0.449,0.298,-0.296,-0.126,1.43,30.56,4.67%,-0.0610,2.1406,0.0598,0.1543,1.6094,15.2500,3547.8,12928.2
wor80E-57M-13p1B-100k-bs64-lr3-muloss-g1e-04-s1,3.442,3.442,31.256,,,-,-,-,-,-,0.973,1.733,1.536,0.893,0.033,0.021,-0.0937,-2.5132,0.4,-,0.355,2.483,1.298,0.521,1.113,0.858,-0.0234,-0.0186,5.7,-3.1,-0.596,-0.600,-0.685,-0.625,1.47,265.06,0.55%,-2.5156,2.4688,6.1250,0.1895,5.8125,18.3750,1064.5,12865.1
wor80E-57M-13p1B-100k-bs64-lr3-muloss-g1e-07-s1,3.442,3.442,31.261,,,-,-,-,-,-,0.978,1.733,1.536,0.893,0.033,0.021,-0.0976,-2.6203,-12.1,-,0.338,2.467,1.302,0.529,1.117,0.858,-0.0071,-0.0056,5.0,-3.2,-0.610,-0.601,-0.695,-0.625,1.48,266.30,0.55%,-2.6250,2.4844,6.0938,0.1924,5.8438,18.3750,1060.4,12886.1
wor80E-57M-13p1B-100k-bs64-lr30-muloss-g1e+02-s1,3.366,3.366,28.951,,,-,-,-,-,-,0.339,13.831,11.360,0.893,0.958,0.084,-0.8822,-0.0170,17.4,-,0.000,22.907,4.423,1.849,0.001,0.000,0.0379,0.8136,18.3,14.2,-0.498,-0.326,-0.331,-0.188,2.42,799.82,0.30%,-0.0164,2.5469,0.0092,0.3418,1.9531,16.5000,482.1,12959.8
wor80E-57M-13p1B-100k-bs64-lr30-muloss-g1e-04-s1,3.371,3.371,29.107,,,-,-,-,-,-,0.191,14.046,11.363,0.893,0.959,0.084,-0.0002,-0.0184,31.0,-,0.000,17.792,7.468,3.344,5.956,0.798,0.0220,0.3063,19.1,3.6,-0.606,-0.604,-0.410,-0.496,3.17,1404.81,0.23%,-0.0201,3.0938,10.4375,0.4648,8.7500,24.6250,356.3,12901.6
